problem_id,n,m,seed,greedy_objective,greedy_time,greedy_feasible,greedy_z_count,greedy_x_total,milp_objective,milp_time,milp_feasible,milp_z_count,milp_x_total,brute_force_objective,brute_force_time,brute_force_feasible,brute_force_z_count,brute_force_x_total,genetic_objective,genetic_time,genetic_feasible,genetic_z_count,genetic_x_total
P3_S4,20,10,203,3147.969857923601,0.029009342193603516,True,9,1064,3147.969857923602,0.02581048011779785,True,9,1064,3147.969857923601,2.151235342025757,True,9,1064,3147.969857923601,4.353844881057739,True,9,1064
P3_S5,20,10,204,2613.1302731580777,0.024161815643310547,True,10,875,2613.1302731580768,0.019565343856811523,True,10,875,2613.1302731580777,2.1375439167022705,True,10,875,2613.1302731580777,3.323622465133667,True,10,875
P3_S6,20,10,205,2763.7484577119685,0.023296833038330078,True,8,957,2892.829384563808,0.17621684074401855,True,8,926,2892.829384563808,2.167336940765381,True,8,926,2892.829384563808,3.4698903560638428,True,8,926
P3_S7,20,10,206,2572.0864570096155,0.021741151809692383,True,10,844,2572.0864570096155,0.018512248992919922,True,10,844,2572.0864570096155,2.048391342163086,True,10,844,2572.0864570096155,3.2373156547546387,True,10,844
P3_S8,20,10,207,2558.972773348494,0.02145552635192871,True,10,872,2558.972773348494,0.018114328384399414,True,10,872,2558.972773348494,2.078016996383667,True,10,872,2558.972773348494,4.117290258407593,True,10,872
P3_S9,20,10,208,3297.3316371271203,0.025531530380249023,True,9,1105,3300.086195512511,0.11727452278137207,True,9,1090,3300.0861955125097,2.1470654010772705,True,9,1090,3300.0861955125097,3.0850770473480225,True,9,1090
P4_S1,25,12,300,3663.825416641306,0.03792905807495117,True,11,1262,3663.8254166413053,0.032675743103027344,True,11,1262,3663.825416641306,11.398598670959473,True,11,1262,3663.825416641306,5.847000360488892,True,11,1262
P4_S10,25,12,309,4221.317519732169,0.03835010528564453,True,11,1520,4331.660114597018,0.033922433853149414,True,10,1460,4331.660114597019,11.31682825088501,True,10,1460,4331.660114597019,6.499363422393799,True,10,1460
P4_S2,25,12,301,4381.309574895422,0.04133272171020508,True,12,1484,4381.309574895423,0.024274826049804688,True,12,1484,4381.309574895422,11.442998170852661,True,12,1484,4381.309574895422,6.6110756397247314,True,12,1484
P4_S3,25,12,302,5048.705402128062,0.03878045082092285,True,12,1720,5048.70540212806,0.029845476150512695,True,12,1720,5048.705402128062,10.821834325790405,True,12,1720,5048.705402128062,5.087897539138794,True,12,1720
P4_S4,25,12,303,3385.7633906390047,0.03801155090332031,True,12,1155,3385.7633906390042,0.026323795318603516,True,12,1155,3385.7633906390047,11.01105523109436,True,12,1155,3385.7633906390047,5.486127853393555,True,12,1155
P4_S5,25,12,304,3813.620589561093,0.03863191604614258,True,10,1355,3813.620589561091,0.17202496528625488,True,10,1355,3813.620589561093,11.194803953170776,True,10,1355,3813.620589561093,5.71441650390625,True,10,1355
P4_S6,25,12,305,3908.0370050848833,0.03495454788208008,True,11,1334,3908.0370050848824,0.025237560272216797,True,11,1334,3908.0370050848833,10.7337486743927,True,11,1334,3908.0370050848833,4.285167932510376,True,11,1334
P4_S7,25,12,306,3794.8954011724304,0.03657937049865723,True,11,1238,3832.266694288911,0.029796361923217773,True,10,1272,3832.266694288912,11.15902304649353,True,10,1272,3832.266694288912,4.604835510253906,True,10,1272
P4_S8,25,12,307,3634.894366832292,0.03709983825683594,True,11,1390,3816.479913409913,0.03516411781311035,True,10,1307,3816.479913409914,11.509466886520386,True,10,1307,3816.479913409914,8.7534921169281,True,10,1307
P4_S9,25,12,308,3789.0424733249965,0.03753852844238281,True,11,1307,3789.042473324996,0.04913759231567383,True,11,1307,3789.0424733249965,10.85959529876709,True,11,1307,3789.0424733249965,5.088948011398315,True,11,1307
P5_S1,30,15,400,4448.337893247362,0.06434202194213867,True,15,1579,4448.337893247361,0.030383586883544922,True,15,1579,4081.5455791434415,60.005263566970825,True,14,1467,4448.337893247362,7.56708288192749,True,15,1579
P5_S10,30,15,409,5286.356184345268,0.0615086555480957,True,14,1661,5286.35618434527,0.03564643859863281,True,14,1661,4952.105557178475,60.004729986190796,True,14,1557,5286.356184345268,6.549779653549194,True,14,1661
P5_S2,30,15,401,4104.657034313354,0.06145429611206055,True,15,1439,4104.6570343133535,0.029804468154907227,True,15,1439,3724.374037694749,60.004066467285156,True,14,1307,4104.657034313354,7.264142036437988,True,15,1439
P5_S3,30,15,402,3576.1812499530597,0.06198573112487793,True,15,1301,3576.181249953059,0.030937671661376953,True,15,1301,3165.041381692161,60.008394718170166,True,14,1148,3576.1812499530597,10.705945014953613,True,15,1301
P5_S4,30,15,403,4603.192713016281,0.05467581748962402,True,11,1468,4766.01046799138,0.19812726974487305,True,11,1476,4639.316640574223,60.00382733345032,True,12,1511,4766.01046799138,9.437406063079834,True,11,1476
P5_S5,30,15,404,4608.4614747619635,0.056604862213134766,True,15,1557,4608.4614747619635,0.030748367309570312,True,15,1557,4233.758570705282,60.004138231277466,True,14,1431,4608.4614747619635,7.256725549697876,True,15,1557
P5_S6,30,15,405,5189.025710728481,0.06117868423461914,True,14,1638,5189.025710728481,0.03536581993103027,True,14,1638,4934.170500262293,60.008092641830444,True,13,1574,5119.438313055799,9.67539644241333,True,13,1612
P5_S7,30,15,406,5329.769548155004,0.06812548637390137,True,12,1762,5353.572826074595,0.3273749351501465,True,11,1803,5294.364015419571,60.00340676307678,True,11,1800,5351.034657075075,9.015944957733154,True,12,1802
P5_S8,30,15,407,4688.6502951574475,0.06402468681335449,True,13,1669,4952.409250376273,0.17222833633422852,True,13,1607,4871.902340657973,60.00559186935425,True,12,1635,4952.409250376275,7.2151265144348145,True,13,1607
P5_S9,30,15,408,3887.521309024509,0.05962538719177246,True,15,1220,3887.521309024508,0.030987024307250977,True,15,1220,3733.663045936422,60.00454759597778,True,14,1166,3887.521309024509,8.1511070728302,True,15,1220
